facility_id,facility_name,facility_type,subtype,owner_type,settlement,is_phcu,status,operational_status,region,zone,woreda,city,kebele,latitude,longitude,altitude,dhis2_id,ethiopian_national_facility_id,catchment_population,number_of_inpatient_beds,number_of_maternity_beds,number_of_emergency_beds,number_of_opd_rooms,number_of_ipd_rooms,number_of_laboratory_rooms,number_of_imaging_rooms,number_of_mch_rooms,number_of_icu_rooms,phone,facility_owners_name,referral_linkage,reports_to,year_opened,created_at_text,_sdc_extracted_at,region_canonical,region_raw,facility_name_amharic_xlat,facility_name_expanded,facility_name_normalized,facility_name_phonetic,region_normalized,zone_normalized,woreda_normalized
1094234,Ikilas Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Buno Bedele Zone,Chewaka,Chekorsa,01,,,,,,,,,,,,,,,,924492788,Ahmed Abdella ,,,"መስከረም 28,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Ikilas Drug Store,Ikilas Drug Store,ikilas drug store,I242,oromia,buno bedele zone,chewaka
1094235,Michu Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Bench Sheko Zone,Mizan Aman Town Administration,Mizan ,Adis Ketema,,,,,,,,,,,,,,,,919141884,Yared Achamyeleh Yigizaw,,Mizan Aman Town Health Office,"መስከረም 30,2017","መስከረም 30,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Michu Medium Clinic,Michu Medium Clinic,michu medium clinic,M253,south west ethiopia,bench sheko zone,mizan aman town administration
1094236,Dire Drug Dtore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,south west ethiopia,Kaffa Zone,Gesha Woreda,,,,,,,,,,,,,,,,,,917188024,Nesier Emam,,,"ሰኔ 8,2015","መስከረም 30,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Dire Drug Dtore,Dire Drug Dtore,dire drug dtore,D636,south west ethiopia,kaffa zone,gesha woreda
1094237,Milki Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,South West Shewa,Dawo,Busa,01,,,,,,,,,,,,,,,,982911956,Olyaad Gonfa Negera,,,"መስከረም 28,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Milki Drug Store,Milki Drug Store,milki drug store,M423,oromia,south west shewa,dawo
1094238,Yadeno Bekele Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,Arsi zone,Deksis,Diksis,Diksis,,,,,,,,,,,,,,,,952887650,Belete Bekele Atona,,Diksis woreda,"የካቲት 24,2001","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Yadeno Bekele Primary Clinic,Yadeno Bekele Primary Clinic,yadeno bekele primary clinic,Y351,oromia,arsi zone,deksis
1094239,Wabi Pharmacy,Pharmacy,pharmacy,Private for profit,Urban,No,Approved,Operational,oromia,East Borena Zone,Mada Walabu,Bidre,Bidre,,,,,,,,,,,,,,,,923204563,Tamiru Nigusie Hordofa,,,"መስከረም 29,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Wabi Pharmacy,Wabi Pharmacy,wabi pharmacy,W116,oromia,east borena zone,mada walabu
1094240,Netsanet Bekele ,,,,,No,Draft,,oromia,,,,,,,,,,,,,,,,,,,,,,,,,"መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Netsanet Bekele ,Netsanet Bekele ,netsanet bekele,N325,oromia,,
1094241,Netsanet Bekele ,,,,,No,Draft,,oromia,,,,,,,,,,,,,,,,,,,,,,,,,"መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Netsanet Bekele ,Netsanet Bekele ,netsanet bekele,N325,oromia,,
1094242,Netsanet Bekele ,,,,,No,Draft,,oromia,,,,,,,,,,,,,,,,,,,,,,,,,"መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Netsanet Bekele ,Netsanet Bekele ,netsanet bekele,N325,oromia,,
1094243,Netsanet Bekele ,,,,,No,Draft,,oromia,,,,,,,,,,,,,,,,,,,,,,,,,"መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Netsanet Bekele ,Netsanet Bekele ,netsanet bekele,N325,oromia,,
1094244,Netsanet Bekele ,,,,,No,Draft,,oromia,,,,,,,,,,,,,,,,,,,,,,,,,"መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Netsanet Bekele ,Netsanet Bekele ,netsanet bekele,N325,oromia,,
1094245,Netsanet Bekele ,,,,,No,Draft,,oromia,,,,,,,,,,,,,,,,,,,,,,,,,"መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Netsanet Bekele ,Netsanet Bekele ,netsanet bekele,N325,oromia,,
1094246,Wadan Drug Store ,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Asela Town,Asella Town,Asela,10,,,,,,,,,,,,,,,,993244267,Mahilet Debebe Getaneh,,,"ሚያዝያ 3,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Wadan Drug Store ,Wadan Drug Store ,wadan drug store,W353,oromia,asela town,asella town
1094247,Shalom Pharmacy,Pharmacy,pharmacy,Private for profit,Urban,No,Approved,Operational,addis ababa,Kolfe Sub city,Woreda 6,Addis Ababa,000,,,,,,,,,,,,,,,,976161612,Tesfa Shiferaw Bekele,,,"ሚያዝያ 28,2016","መስከረም 30,2017",2026-05-22 00:13:23,addis ababa,Addis Ababa City Administration,Shalom Pharmacy,Shalom Pharmacy,shalom pharmacy,S451,addis ababa,kolfe sub city,woreda 6
1094248,Walin Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Modjo Town,Mojo Town,Mojo,Kersa,,,,,,,,,,,,,,,,941599705,Desta Husen,,,"መስከረም 27,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Walin Drug Store,Walin Drug Store,walin drug store,W453,oromia,modjo town,mojo town
1094249,Abdin Jira Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Suspended,benishangul gumuz,Assosa Zone,Bambasi Woreda,,,,,,,,,,,,,,,,,,929213664,Negea Lemu Gemechu,,,"መጋቢት 21,2017","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Abdin Jira Drug Store,Abdin Jira Drug Store,abdin jira drug store,A135,benishangul gumuz,assosa zone,bambasi woreda
1094250,Ateto Ungulalo Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Pending,Operational,benishangul gumuz,Assosa Zone,Abrahamo Woreda,Ateto Ungulalo,Ateto Ungulalo,,,,kJdEBoeDGsq ,,,,,,,,,,,,917698487,Abrahamo WOreda Health Office,,Nebar Komoshiga Health Center,"መስከረም 16,2010","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Ateto Ungulalo Health Post,Ateto Ungulalo Health Post,ateto ungulalo health post,A335,benishangul gumuz,assosa zone,abrahamo woreda
1094251,Hijera Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,benishangul gumuz,Assosa Town Administration,Assosa Town,Assosa,01,,,,,,,,,,,,,,,,911788026,Seyfedin Yisak,,Assosa Town ,"ግንቦት 21,2016","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Hijera Medium Clinic,Hijera Medium Clinic,hijera medium clinic,H265,benishangul gumuz,assosa town administration,assosa town
1094252,Gadisa Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,West Hararge Zone,Daro Lebu,Sororo,Sororo,,,,,,,,,,,,,,,,915839464,Atlaw Solomon Negesse,,Daro Lebu Woreda,"መስከረም 27,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Gadisa Primary Clinic,Gadisa Primary Clinic,gadisa primary clinic,G321,oromia,west hararge zone,daro lebu
1094253,Doctor Tademe Medium Clinic,Clinic,Medium Clinic,Private for profit,Rural,No,Approved,Operational,,Wolaita zone,Kindo didaye woreda,Halale,Zaro,,,,,,,,,,,,,,,,916724972,Doctor Tademe Marcho Churko,,Kindo Didaye Woreda,"መስከረም 30,2017","መስከረም 30,2017",2026-05-22 00:13:23,,South Ethiopia Region,Doctor Tademe Medium Clinic,Doctor Tademe Medium Clinic,doctor tademe medium clinic,D236,,wolaita zone,kindo didaye woreda
1094254,Bereket Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,,Wolaita zone,Damot sore woreda,Sore Mashido,Sore Mashido,,,,,,,,,,,,,,,,913307275,Abayneh Asha Asale,,Damot Sore Woreda,"ታኅሣሥ 26,2003","መስከረም 30,2017",2026-05-22 00:13:23,,South Ethiopia Region,Bereket Primary Clinic,Bereket Primary Clinic,bereket primary clinic,B623,,wolaita zone,damot sore woreda
1094255,Bona Pharmacy,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Machara -Micheta Town,Mechara,Mechara,,,,,,,,,,,,,,,,921167474,Arif Jemal Aliyi,,,"ሚያዝያ 18,2015","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Bona Pharmacy,Bona Pharmacy,bona pharmacy,B516,oromia,west hararge zone,machara micheta town
1094256,Koket Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Daro Lebu,Gadulo ,Gadulo,,,,,,,,,,,,,,,,917210535,Abebe Mersha Teklewold,,Daro Lebu Woreda,"ኅዳር 11,2009","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Koket Medium Clinic,Koket Medium Clinic,koket medium clinic,K235,oromia,west hararge zone,daro lebu
1094257,Afren Kelo Primary Clinic ,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Daro Lebu,Gadulo,Gadulo,,,,,,,,,,,,,,,,912708445,Nejash Mohammed Aliyi,,Daro Lebu Woreda,"መጋቢት 23,2009","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Afren Kelo Primary Clinic ,Afren Kelo Primary Clinic ,afren kelo primary clinic,A165,oromia,west hararge zone,daro lebu
1094258,Milkesa Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Shewa Zone,Chelia,Gedo,02,,,,,,,,,,,,,,,,912336499,Obsine Midheksa Ejeta,,Chelia Woreda ,"መስከረም 30,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Milkesa Medium Clinic,Milkesa Medium Clinic,milkesa medium clinic,M422,oromia,west shewa zone,chelia
1094259,Tselenger Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Pending,Operational,benishangul gumuz,Assosa Zone,Menge Woreda,Tselenger ,Tselenger ,,,,,,,,,,,,,,,,908963242,Menge Woreda Health Office ,,Menge Health Center,"ሰኔ 28,2016","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Tselenger Health Post,Tselenger Health Post,tselenger health post,T245,benishangul gumuz,assosa zone,menge woreda
1094260,Shaderiya Medium Clinic,Clinic,Medium Clinic,Public/Government,Rural,No,Approved,Operational,benishangul gumuz,Assosa Town Administration,Assosa Town,Assosa,01,,,,,,,,,,,,,,,,917020033,Zelalem Deriba Mersa,,Assosa Town ,"ሐምሌ 27,2016","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Shaderiya Medium Clinic,Shaderiya Medium Clinic,shaderiya medium clinic,S365,benishangul gumuz,assosa town administration,assosa town
1094261,Ob Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Pending,Operational,benishangul gumuz,Assosa Zone,Menge Woreda,Ob,Ob,,,,,,,,,,,,,,,,910109816,Menge Woreda Health Office,,Abjendu Ashumen Health Center,"ሐምሌ 1,2016","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Ob Health Post,Ob Health Post,ob health post,O143,benishangul gumuz,assosa zone,menge woreda
1094262,Ashumen Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Pending,Operational,benishangul gumuz,Assosa Zone,Menge Woreda,Ashumen,Ashumen,,,,,,,,,,,,,,,,910259299,Menge Woreda Health Office,,Abjendu Ashumen Health Center,"ሐምሌ 1,2016","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Ashumen Health Post,Ashumen Health Post,ashumen health post,A255,benishangul gumuz,assosa zone,menge woreda
1094263,Barako Rural Drug Store,Other,Other,Private for profit,Urban,No,Approved,Operational,somali,Shebelle,Godey City,Godey,02,,,,,,,,,,,,,,,,915401431,Mahad Ahmed Soyan,,,"መስከረም 23,2015","መስከረም 30,2017",2026-05-22 00:13:23,somali,Somali Region,Barako Rural Drug Store,Barako Rural Drug Store,barako rural drug store,B626,somali,shebelle,godey city
1094264,Betsbe Drug store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,addis ababa,Kolfe Sub city,Woreda 5,Addis Ababa,000,,,,,,,,,,,,,,,,983003631,Camezol Trading Plc,,,"መስከረም 13,2017","መስከረም 30,2017",2026-05-22 00:13:23,addis ababa,Addis Ababa City Administration,Betsbe Drug store,Betsbe Drug store,betsbe drug store,B321,addis ababa,kolfe sub city,woreda 5
1094265,Raji Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,West Shewa Zone,Jeldu,Gojo,Telila Keta,,,,,,,,,,,,,,,,910042286,Lensa Regasa,,,"መስከረም 28,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Raji Drug Store,Raji Drug Store,raji drug store,R236,oromia,west shewa zone,jeldu
1094266,Tokuma Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,East Bale Zone,Ginir Rural Woreda,Ginnir,Dallo Sabro,,,,,,,,,,,,,,,,905055062,Birhanu Asefa,,,"መስከረም 29,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Tokuma Drug Store,Tokuma Drug Store,tokuma drug store,T253,oromia,east bale zone,ginir rural woreda
1094267,Alami Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,somali,Sitti,Danbal,Danbal,04,,,,,,,,,,,,,,,,915470241,Safiya Ali Maid,,,"መስከረም 30,2017","መስከረም 30,2017",2026-05-22 00:13:23,somali,Somali Region,Alami Drug Store,Alami Drug Store,alami drug store,A453,somali,sitti,danbal
1094268,Tesfa Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,,Wolaita zone,Areka Town,Areka,Sefere Selam,,,,,,,,,,,,,,,,913376943,Jomole Goa Dabara,,Areka Town,"መስከረም 30,2017","መስከረም 30,2017",2026-05-22 00:13:23,,South Ethiopia Region,Tesfa Medium Clinic,Tesfa Medium Clinic,tesfa medium clinic,T215,,wolaita zone,areka town
1094272,Humbeshude Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Pending,Operational,benishangul gumuz,Assosa Zone,Sherkole Woreda,Humbeshude,Humbeshude,,,,,,,,,,,,,,,,577750343,Sherkole Woreda Health Office,,Sugelitinen Health Center,"መስከረም 30,2008","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Humbeshude Health Post,Humbeshude Health Post,humbeshude health post,H512,benishangul gumuz,assosa zone,sherkole woreda
1094273,Obe Ehe Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Pending,Operational,benishangul gumuz,Assosa Zone,Sherkole Woreda,Obe Ehe ,Obe Ehe ,,,,,,,,,,,,,,,,577750343,Sherkole Woreda Health Office,,Sugelitinen Health Center,"መስከረም 30,2009","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Obe Ehe Health Post,Obe Ehe Health Post,obe ehe health post,O143,benishangul gumuz,assosa zone,sherkole woreda
1094276,Harme Primary Clinic ,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Arsi zone,Gololcha,Haro ,Haro-01,,,,,,,,,,,,,,,,936055619,Yusuf Muktar Gendo ,,Gololcha Woreda,"ሰኔ 11,2006","ጥቅምት 1,2017",2026-05-22 00:13:23,oromia,Oromia Region,Harme Primary Clinic ,Harme Primary Clinic ,harme primary clinic,H651,oromia,arsi zone,gololcha
1094278,Hadar Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Arsi zone,Dodota,Dodota Alame,Dodota Alame,,,,,,,,,,,,,,,,910406412,Tamam   Amano Ahimed,,Dodota Woreda,"ጥቅምት 13,2007","ጥቅምት 1,2017",2026-05-22 00:13:23,oromia,Oromia Region,Hadar Primary Clinic,Hadar Primary Clinic,hadar primary clinic,H361,oromia,arsi zone,dodota
1094279,Lafto Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Kelem Wollega Zone,Dambi Dollo,Dambi Dollo,Lafto,,,,,,,,,,,,,,,,917840134,Gemechis Birhanu ,,,"ጥቅምት 1,2017","ጥቅምት 1,2017",2026-05-22 00:13:23,oromia,Oromia Region,Lafto Drug Store,Lafto Drug Store,lafto drug store,L133,oromia,kelem wollega zone,dambi dollo
1094280,Nati Pharmacy,Pharmacy,pharmacy,Private for profit,Urban,No,Approved,Operational,somali,Dawa,Moyale,Moyale,02,,,,,,,,,,,,,,,,916383157,Getahun Gitu Arfawne,,,"ነሐሴ 30,2015","ጥቅምት 1,2017",2026-05-22 00:13:23,somali,Somali Region,Nati Pharmacy,Nati Pharmacy,nati pharmacy,N316,somali,dawa,moyale
1094281,Tesfa Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Ilu Aba Bora Zone,Ale,Onga,01,,,,,,,,,,,,,,,,910755469,Tesfalem Abera,,,"ጥቅምት 1,2017","ጥቅምት 1,2017",2026-05-22 00:13:23,oromia,Oromia Region,Tesfa Drug Store,Tesfa Drug Store,tesfa drug store,T213,oromia,ilu aba bora zone,ale
1094282,Abinezer Gobe Priimary Clinic,Clinic,Primary Clinic,Public/Government,Rural,No,Approved,Operational,oromia,Ilu Aba Bora Zone,Darimu,Gobe,Gobe,,,,,,,,,,,,,,,,913176358,Alemu Wariyo Tola,,Darimu Woreda,"መስከረም 22,2017","ጥቅምት 1,2017",2026-05-22 00:13:23,oromia,Oromia Region,Abinezer Gobe Priimary Clinic,Abinezer Gobe Priimary Clinic,abinezer gobe priimary clinic,A152,oromia,ilu aba bora zone,darimu
1094283,New Life Fertility Medical Center,Specialty Center,IVF (In-vitro Fertilization) center,Private for profit,Urban,No,Approved,Operational,addis ababa,Lideta Sub City,Woreda 8,,,,,,,,,,,,,,,,,,945484848,Abubeker Mohammed,,Lideta Sub City,"ሚያዝያ 6,2013","ጥቅምት 1,2017",2026-05-22 00:13:23,addis ababa,Addis Ababa City Administration,New Life Fertility Medical Center,New Life Fertility Medical Center,new life fertility medical center,N411,addis ababa,lideta sub city,woreda 8
1094284,Sebeb Primary Clinic ,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,amhara,Oromia Special Zone,Artuma Fursi,Chefarobit,Kichicho ,,,,,,,,,,,,,,,,920473646,Oumer Adem ,,Artuma Fursi Woreda,"መስከረም 1,2015","ጥቅምት 1,2017",2026-05-22 00:13:23,amhara,Amhara Region,Sebeb Primary Clinic ,Sebeb Primary Clinic ,sebeb primary clinic,S111,amhara,oromia special zone,artuma fursi
1094285,Hussen Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,amhara,Oromia Special Zone,Artuma Fursi,Chefa robit,Jarra,,,,,,,,,,,,,,,,919990300,Hussen Wodajjo,,Artuma Fursi Woreda,"መስከረም 22,2016","ጥቅምት 1,2017",2026-05-22 00:13:23,amhara,Amhara Region,Hussen Primary Clinic,Hussen Primary Clinic,hussen primary clinic,H251,amhara,oromia special zone,artuma fursi
1094286,Amin Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,amhara,Oromia Special Zone,Artuma Fursi,Chireti,Chireti,,,,,,,,,,,,,,,,910969740,Fuad Hailu,,Artuma Fursi Woreda,"ግንቦት 26,2016","ጥቅምት 1,2017",2026-05-22 00:13:23,amhara,Amhara Region,Amin Primary Clinic,Amin Primary Clinic,amin primary clinic,A551,amhara,oromia special zone,artuma fursi
1094288,Fursi Bekeja Drug Store ,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,amhara,Oromia Special Zone,Artuma Fursi,Chefa Robit ,Bekeja,,,,,,,,,,,,,,,,919917861,Ebrahim Ali,,,"ታኅሣሥ 12,2016","ጥቅምት 1,2017",2026-05-22 00:13:23,amhara,Amhara Region,Fursi Bekeja Drug Store ,Fursi Bekeja Drug Store ,fursi bekeja drug store,F621,amhara,oromia special zone,artuma fursi
1094289,Mina Primary Clinic ,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,amhara,Oromia Special Zone,Artuma Fursi,Chefarobit,Dimtu,,,,,,,,,,,,,,,,961582311,Jemal Hussen,,Artuma Fursi Woreda,"ነሐሴ 5,2015","ጥቅምት 1,2017",2026-05-22 00:13:23,amhara,Amhara Region,Mina Primary Clinic ,Mina Primary Clinic ,mina primary clinic,M516,amhara,oromia special zone,artuma fursi
1094290,Borsa Medium Clinic ,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Bench Sheko Zone,Mizan Aman Town Administration,Mizan ,adis Ketema,,,,,,,,,,,,,,,,917934589,Abraham Asmerom Alemu,,Mizan Aman Town Health Office,"ጥቅምት 1,2017","ጥቅምት 1,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Borsa Medium Clinic ,Borsa Medium Clinic ,borsa medium clinic,B625,south west ethiopia,bench sheko zone,mizan aman town administration
1094292,Bilal Drug Store ,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,addis ababa,Kolfe Sub city,Woreda 7,Addis Ababa,000,,,,,,,,,,,,,,,,937938856,Saliha Mohammed Ali,,,"ጥር 30,2015","ጥቅምት 1,2017",2026-05-22 00:13:23,addis ababa,Addis Ababa City Administration,Bilal Drug Store ,Bilal Drug Store ,bilal drug store,B443,addis ababa,kolfe sub city,woreda 7
1094293,Sifen Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,addis ababa,Kolfe Sub city,Woreda 6,Addis Ababa,000,,,,,,,,,,,,,,,,915959494,Merjan Akmal Garechou,,,"ሰኔ 5,2009","ጥቅምት 1,2017",2026-05-22 00:13:23,addis ababa,Addis Ababa City Administration,Sifen Drug Store,Sifen Drug Store,sifen drug store,S153,addis ababa,kolfe sub city,woreda 6
